session,created,modified,ended,expired,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe
5Q5MOohaG_8hXYQgvlxprrReuwJKF4GtZIZopob-lnfg4NIa7CIr9Y-5GqEGGFnz,2024-01-08T21:32:56Z,2024-01-08T21:54:19Z,2024-01-08T21:54:20Z,,experiment_simulation_vs_lab,eg_benchmark,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.8,halfeye_xaxis_0.5,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.8,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_xaxis_-0.5,halfeye_xaxis_-0.2,halfeye_yaxis_0.35,halfeye_xaxis_0.65,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_0.8,halfeye_yaxis_-0.8,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,"",5,"",-0.2,55,95,4,4,5,"",0.4,52,18,4,5,5,"",-0.2,40,90,4,4,5,"",0.4,60,92,4,5,4,"",0.4,60,82,5,5,4,"",-0.2,30,88,4,5,4,"",0.2,56,90,4,5,4,"",0.2,65,85,4,4,4,"",0.2,65,75,4,5,4,"",-0.2,28,80,4,5,,4,5,3,2,5,1,1,number of students,knowledge test score,test score,number of students/ group,1,"",3,19
b9U276Dy9bYOIKG1vv5WlizH9v3a63i7BSxfteKNZpuzwq7cdR3BUu3Kflc8F76Q,2024-01-08T21:35:34Z,2024-01-08T21:36:15Z,,,video_withsub_vs_without,eg_benchmark,halfeye_xaxis_0.8,halfeye_xaxis_-0.8,halfeye_yaxis_-0.35,halfeye_xaxis_-0.65,halfeye_yaxis_0.8,halfeye_xaxis_-0.35,halfeye_xaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_yaxis_-0.5,halfeye_xaxis_0.5,halfeye_xaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_0.65,halfeye_yaxis_0.2,accuracy_sensitivity,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
nNa8iUpkH4LMxFef08ZO5OeaRWnXHPL6qjFhXxgpEQD3cPK2Fk9PTMJUSIZK6_Ao,2024-01-08T21:37:23Z,2024-01-08T21:52:09Z,,,video_withsub_vs_without,cg,halfeye_xaxis_0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.5,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_-0.5,halfeye_xaxis_0.5,halfeye_xaxis_-0.65,halfeye_xaxis_0.35,halfeye_yaxis_0.35,accuracy_sensitivity,1,6,"",0.6,20,70,5,5,4,"",0.4,58,24,6,6,5,"",-0.6,10,25,5,5,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
iB7Ij8LC8GzXVXBJb-mR_tRjqXR8jAEDsuvm_qvZ1NoZEZ-DAuAkqMghXGKfT49D,2024-01-08T21:44:55Z,2024-01-08T22:09:29Z,2024-01-08T22:09:29Z,,reading_digital_vs_analog,eg_benchmark,halfeye_yaxis_0.65,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,halfeye_yaxis_-0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_-0.5,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_xaxis_0.5,halfeye_xaxis_-0.2,halfeye_yaxis_0.35,halfeye_yaxis_-0.65,halfeye_yaxis_0.8,accuracy_sensitivity,1,5,"",0.2,10,10,2,5,4,"",-0.2,0,50,4,4,1,"",0.4,50,50,1,1,4,"",-0.2,50,55,4,4,1,"",0,50,50,1,1,4,"",0.2,50,55,4,4,4,"",0,50,52,4,4,1,"",0.2,50,50,1,1,1,"",-0.4,50,50,1,1,1,"",0,50,50,1,1,"",1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,,3,4,4,2,5,1,1,range of the test scores,score averages,range of the knowledge test scores,amount of the test score,1,"","1, 2, 3",11
8KXWNsPuBUdRnHHkiAhhSu5GjrhojESAvxR_uEOKKlBuVtT9Epp6mou4KDyx5T4_,2024-01-08T22:07:46Z,2024-01-08T22:10:11Z,,,lesson_live_vs_video,eg_signaling_u3,halfeye_yaxis_-0.35,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_xaxis_-0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.65,halfeye_yaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_0.8,halfeye_xaxis_0.65,halfeye_xaxis_0.35,halfeye_xaxis_-0.2,accuracy_sensitivity,1,3,"",0.2,50,80,3,5,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
HCJ4P4mfGHeEWGZEdAPBasSon64hl2aCkw7dwdBiDqtkJ1YisLLj7pzj14ph2DhG,2024-01-08T22:09:18Z,2024-01-08T22:32:25Z,2024-01-08T22:32:25Z,,reading_digital_vs_analog,eg_benchmark,halfeye_xaxis_0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.5,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.35,halfeye_yaxis_-0.65,halfeye_xaxis_-0.8,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_-0.5,halfeye_yaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_xaxis_-0.5,accuracy_sensitivity,1,1,"",0.2,82,90,1,1,4,"",-0.2,22,78,4,3,1,"",0.2,50,82,1,1,5,"",0.8,64,85,5,3,2,"",0.4,53,74,2,2,5,"",0.4,50,83,3,3,2,"",0,49,92,2,2,4,"",-0.4,40,86,2,2,1,"",-0.8,27,88,2,2,4,"",0.2,50,87,3,3,"",4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,1,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,2,2,,3,5,3,2,5,1,1,The number of students who feel in the vertical axis score test score numbers,the test scores,the test score,the number of students who scored in the horizontal test score numbers,1,"","1, 2, 3",14
PiBTzAivqduREexc4QA879HqoUBmI5TuVotCLzqQO-iqGUIJuAQE66D-JQR4Zfk0,2024-01-08T22:10:59Z,2024-01-08T22:29:10Z,2024-01-08T22:29:10Z,,reading_digital_vs_analog,eg_benchmark,halfeye_xaxis_0.8,halfeye_xaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.35,halfeye_yaxis_-0.5,halfeye_yaxis_-0.8,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_0.65,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,"",6,"",0.2,10,45,5,5,6,"",-0.2,5,10,5,5,5,"",0,5,9,5,5,5,"",0.2,10,20,4,4,5,"",-0.2,10,50,5,5,5,"",-0.4,1,20,5,5,6,"",-0.2,19,25,4,4,6,"",0,25,40,4,4,5,"",0.2,15,40,4,4,6,"",0.2,10,20,4,4,,3,5,3,2,5,1,1,test scores,number of students,test scores,number of students,1,"",1,34
GE0VScG7PWAqeRxTQFgOLogKOxfcIw6gPmopG-_C6yOKwqSNkoHBbWRXMKmtSmXD,2024-01-08T22:11:37Z,2024-01-08T22:47:57Z,2024-01-08T22:47:57Z,,lesson_live_vs_video,eg_signaling_overlap,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.2,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.35,halfeye_yaxis_-0.65,halfeye_yaxis_0.8,halfeye_yaxis_0.5,halfeye_yaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.5,halfeye_xaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_-0.8,accuracy_sensitivity,1,3,"",0.2,4,10,2,1,3,"",0.2,12,20,2,1,3,"",-0.2,40,20,2,1,3,"",-0.2,46,20,2,1,3,"",-0.2,30,90,3,2,2,"",0.2,42,95,3,2,2,"",-0.2,38,92,2,2,2,"",0.2,52,90,2,1,2,"",-0.4,40,78,2,1,3,"",0.2,60,75,2,1,"",3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,2,3,,5,3,2,5,1,1,How many students got each text score.,The knowledge text score.,The knowledge test score.,How many students got each text score.,1,"","1, 3, 4",21
8aymUKufwUopWR2AtUmSgZi0oxJQ7PmKhdhCaDQOmOpliOXgLA-iIzTFchKVxE5A,2024-01-08T22:14:18Z,2024-01-08T22:38:04Z,2024-01-08T22:38:04Z,,reading_digital_vs_analog,eg_signaling_u3,halfeye_xaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_-0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_yaxis_-0.65,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.8,halfeye_yaxis_0.2,halfeye_yaxis_-0.5,halfeye_xaxis_0.5,halfeye_xaxis_0.8,halfeye_yaxis_0.35,halfeye_xaxis_-0.2,halfeye_xaxis_-0.65,accuracy_sensitivity,1,2,"",0,59,95,1,1,3,"",-0.2,35,95,1,1,3,"",-0.2,30,92,2,3,3,"",0.4,75,80,2,3,3,"",0.2,75,90,2,3,3,"",0,40,98,1,1,3,"",-0.4,25,85,3,4,4,"",-0.4,25,88,3,3,2,"",0.2,60,80,2,2,4,"",0.6,80,85,4,4,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,3,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,2,,5,3,2,5,1,1,The number of students,test score,Test score,Number of students,6,University,1,3
zK__rutwEhOP9tSW_lCnN7lX9XEs84PsbI-3IIhWHpw-j-QzZLlN6R2S85mWY39y,2024-01-08T22:15:26Z,2024-01-08T22:15:52Z,,,lesson_live_vs_video,eg_signaling_u3,halfeye_yaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_xaxis_-0.65,halfeye_xaxis_0.65,halfeye_xaxis_-0.2,halfeye_xaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_xaxis_0.8,halfeye_xaxis_0.2,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_yaxis_0.5,accuracy_sensitivity,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
wXoUgHN9iPTakavF-7qJeoR5B3BspkaTZh5PbYhicJF83VFqxuEh_C14jAAbl-j9,2024-01-08T22:30:00Z,2024-01-08T22:46:54Z,2024-01-08T22:46:54Z,,reading_digital_vs_analog,eg_signaling_overlap,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.8,halfeye_xaxis_0.5,halfeye_xaxis_-0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_yaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_0.2,halfeye_yaxis_-0.5,halfeye_yaxis_-0.8,halfeye_yaxis_0.8,accuracy_sensitivity,1,2,"",-0.4,45,85,4,3,4,"",0.2,58,98,4,5,3,"",0.6,80,80,3,4,3,"",-0.6,25,80,3,3,4,"",0.2,70,83,4,4,4,"",-0.2,45,90,3,4,4,"",-0.2,40,80,4,4,4,"",0.4,75,70,4,4,6,"",-0.2,40,96,4,4,4,"",0.2,68,90,4,4,"",4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,3,,5,3,2,5,1,1,Number of students,Score percentage,percentage of correct answers,number of students,2,"",2,20
PjFD19VxcdPYGNDdxl6W1cn_dSe58cAuEFiweejqOoH-l-npO6FgMBBEPLD5J0Ux,2024-01-08T22:36:43Z,2024-01-08T23:08:16Z,2024-01-08T23:08:16Z,,experiment_simulation_vs_lab,cg,halfeye_xaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.35,halfeye_yaxis_-0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.65,halfeye_xaxis_0.8,halfeye_yaxis_0.5,halfeye_xaxis_-0.5,halfeye_xaxis_0.5,halfeye_xaxis_0.2,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_-0.35,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,4,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,4,"",6,"",-1,60,70,3,2,4,"",0.6,40,70,4,4,5,"",0.4,45,70,4,4,5,"",-0.4,40,77,4,4,4,"",-0.4,30,65,4,4,4,"",0.4,47,75,4,4,4,"",0.4,50,65,4,4,5,"",-0.2,40,83,4,4,4,"",-0.4,30,76,4,4,4,"",-0.2,30,75,4,4,,,5,3,2,5,1,1,The greater amount of individuals with that test score,knowledge test score,knowledge test score,amount of individuals with that score,1,"",2,4
n6t_H6MG9SqVacv5RKdoLGYgNfQFr77csrdAMvW7YA_vxy_DqgpDyeh9Sgn4-Q3r,2024-01-08T22:38:34Z,2024-01-08T23:02:20Z,2024-01-08T23:02:20Z,,experiment_simulation_vs_lab,eg_benchmark,halfeye_xaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_0.35,halfeye_yaxis_-0.5,halfeye_yaxis_-0.8,halfeye_xaxis_-0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_yaxis_0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_xaxis_-0.65,halfeye_xaxis_0.5,halfeye_yaxis_0.5,halfeye_xaxis_0.65,halfeye_xaxis_0.35,halfeye_yaxis_-0.65,halfeye_xaxis_0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.35,accuracy_sensitivity,1,5,"",-0.2,25,75,3,3,3,"",0,45,95,4,3,4,"",0.2,55,95,3,3,4,"",-0.2,35,95,3,3,4,"",-0.2,25,85,3,3,3,"",-0.2,35,95,3,3,3,"",0,60,75,3,3,4,"",0,45,100,3,3,4,"",0,55,95,3,3,4,"",0.2,65,60,3,3,"",4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,,5,5,3,2,5,1,1,The bell curve used to assign grades ,Where students landed in terms of their grade. ,The spread of grades the students achieved. ,The grading bell curve,2,"",2,12
dfuUGhPAnh0iwIcieotQEa1DlElFAettse9r8z0-XUAVx6erU9A2-HJp7L99s3Dg,2024-01-08T22:40:54Z,2024-01-08T22:43:20Z,,,reading_digital_vs_analog,eg_signaling_u3,halfeye_xaxis_0.5,halfeye_yaxis_-0.8,halfeye_yaxis_-0.65,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,halfeye_yaxis_0.35,halfeye_xaxis_-0.2,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_xaxis_-0.5,halfeye_xaxis_-0.8,halfeye_xaxis_0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,halfeye_yaxis_0.8,accuracy_sensitivity,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
